Bm1,WBGene00220262,NA
Bm10000,WBGene00230261,NA
Bm10001,WBGene00230262,NA
Bm10002,WBGene00230263,NA
Bm10004,WBGene00230265,Bma-pcm-1.3
Bm10006a,WBGene00230267,Bma-cyk-4.1
Bm10006b,WBGene00230267,Bma-cyk-4.1
Bm10006e,WBGene00230267,Bma-cyk-4.1
Bm10007,WBGene00230268,NA
Bm10008a,WBGene00230269,NA
Bm10008b,WBGene00230269,NA
Bm10008c,WBGene00230269,NA
Bm10010,WBGene00230271,NA
Bm10012,WBGene00230273,NA
Bm10013,WBGene00230274,NA
Bm10014,WBGene00230275,NA
Bm10016,WBGene00230277,NA
Bm10017,WBGene00230278,NA
Bm10018,WBGene00230279,NA
Bm10019,WBGene00230280,NA
Bm10020,WBGene00230281,NA
Bm10021,WBGene00230282,NA
Bm10023,WBGene00230284,NA
Bm10025,WBGene00230286,NA
Bm10026,WBGene00230287,NA
Bm10027,WBGene00230288,NA
Bm10028,WBGene00230289,NA
Bm10031,WBGene00230292,NA
Bm10032,WBGene00230293,NA
Bm10033,WBGene00230294,NA
Bm10034,WBGene00230295,NA
Bm10035,WBGene00230296,Bma-abt-4
Bm10036,WBGene00230297,NA
Bm10037,WBGene00230298,NA
Bm10038,WBGene00230299,NA
Bm10039,WBGene00230300,NA
Bm10040,WBGene00230301,NA
Bm10041a,WBGene00230302,NA
Bm10041b,WBGene00230302,NA
Bm10042,WBGene00230303,NA
Bm10044,WBGene00230305,NA
Bm10045,WBGene00230306,NA
Bm10047,WBGene00230308,NA
Bm10051,WBGene00230312,NA
Bm10054,WBGene00230315,Bma-pax-3.2
Bm10055,WBGene00230316,NA
Bm10056,WBGene00230317,NA
Bm10058a,WBGene00230319,Bma-pqn-35
Bm10058b,WBGene00230319,Bma-pqn-35
Bm1005a,WBGene00221266,NA
Bm1005b,WBGene00221266,NA
Bm1006,WBGene00221267,NA
Bm10060a,WBGene00230321,NA
Bm10060b,WBGene00230321,NA
Bm10061,WBGene00230322,NA
Bm10062,WBGene00230323,NA
Bm10063,WBGene00230324,NA
Bm10065a,WBGene00230326,NA
Bm10065b,WBGene00230326,NA
Bm10066,WBGene00230327,NA
Bm10067,WBGene00230328,NA
Bm10068a,WBGene00230329,NA
Bm10068b,WBGene00230329,NA
Bm1007,WBGene00221268,NA
Bm10070,WBGene00230331,NA
Bm10071a,WBGene00230332,NA
Bm10071b,WBGene00230332,NA
Bm10072,WBGene00230333,NA
Bm10073,WBGene00230334,NA
Bm10075,WBGene00230336,NA
Bm10076a,WBGene00230337,NA
Bm10076b,WBGene00230337,NA
Bm10077,WBGene00230338,NA
Bm10079,WBGene00230340,NA
Bm1008,WBGene00221269,NA
Bm10081a,WBGene00230342,NA
Bm10081b,WBGene00230342,NA
Bm10082,WBGene00230343,Bma-rod-1
Bm10083,WBGene00230344,Bma-ing-3
Bm10085,WBGene00230346,NA
Bm10086,WBGene00230347,NA
Bm10087,WBGene00230348,NA
Bm10088a,WBGene00230349,NA
Bm10088b,WBGene00230349,NA
Bm10089a,WBGene00230350,Bma-die-1
Bm10089b,WBGene00230350,Bma-die-1
Bm10089c,WBGene00230350,Bma-die-1
Bm10090,WBGene00230351,NA
Bm10091,WBGene00230352,NA
Bm10092,WBGene00230353,NA
Bm10093,WBGene00230354,NA
Bm10094,WBGene00230355,NA
Bm10095a,WBGene00230356,NA
Bm10095b,WBGene00230356,NA
Bm10097,WBGene00230358,NA
Bm10098,WBGene00230359,NA
Bm10099,WBGene00230360,NA
Bm10100,WBGene00230361,Bma-vha-6
Bm10105,WBGene00230366,NA
Bm10108a,WBGene00230369,NA
Bm10108b,WBGene00230369,NA
Bm10109,WBGene00230370,NA
Bm10112,WBGene00230373,NA
Bm10114,WBGene00230375,NA
Bm10115,WBGene00230376,NA
Bm10116,WBGene00230377,NA
Bm10117,WBGene00230378,Bma-ints-6.2
Bm10119a,WBGene00230380,NA
Bm10119b,WBGene00230380,NA
Bm10119c,WBGene00230380,NA
Bm1011a,WBGene00221272,NA
Bm1011b,WBGene00221272,NA
Bm10120,WBGene00230381,NA
Bm10121,WBGene00230382,NA
Bm10122,WBGene00230383,NA
Bm10123a,WBGene00230384,Bma-unc-62.2
Bm10123b,WBGene00230384,Bma-unc-62.2
Bm10124,WBGene00230385,NA
Bm10125a,WBGene00230386,NA
Bm10125b,WBGene00230386,NA
Bm10126,WBGene00230387,NA
Bm10129,WBGene00230390,NA
Bm1013,WBGene00221274,NA
Bm10130,WBGene00230391,NA
Bm10132,WBGene00230393,NA
Bm10133,WBGene00230394,NA
Bm10134,WBGene00230395,NA
Bm10135a,WBGene00230396,Bma-aha-1.2
Bm10135b,WBGene00230396,Bma-aha-1.2
Bm10136,WBGene00230397,NA
Bm10137,WBGene00230398,NA
Bm10138a,WBGene00230399,NA
Bm10138b,WBGene00230399,NA
Bm10140,WBGene00230401,NA
Bm10142,WBGene00230403,NA
Bm10143,WBGene00230404,NA
Bm10145,WBGene00230406,NA
Bm10147,WBGene00230408,Bma-cdk-1.3
Bm10149,WBGene00230410,NA
Bm1015,WBGene00221276,NA
Bm10150,WBGene00230411,Bma-cdk-1.5
Bm10151a,WBGene00230412,NA
Bm10151b,WBGene00230412,NA
Bm10153,WBGene00230414,NA
Bm10155,WBGene00230416,Bma-rho-1.1
Bm10156,WBGene00230417,NA
Bm10157,WBGene00230418,NA
Bm10158,WBGene00230419,Bma-taf-12
Bm10159,WBGene00230420,NA
Bm10161,WBGene00230422,NA
Bm10162,WBGene00230423,NA
Bm10165a,WBGene00230426,NA
Bm10165b,WBGene00230426,NA
Bm10166,WBGene00230427,Bma-rde-12.1
Bm10168,WBGene00230429,NA
Bm10169,WBGene00230430,NA
Bm1016a,WBGene00221277,NA
Bm1016b,WBGene00221277,NA
Bm1017,WBGene00221278,NA
Bm10170,WBGene00230431,NA
Bm10172,WBGene00230433,NA
Bm10173,WBGene00230434,NA
Bm10174,WBGene00230435,NA
Bm10175,WBGene00230436,NA
Bm10176,WBGene00230437,NA
Bm10177a,WBGene00230438,Bma-daf-4
Bm10177b,WBGene00230438,Bma-daf-4
Bm10178,WBGene00230439,NA
Bm10179,WBGene00230440,NA
Bm10182,WBGene00230443,NA
Bm10184,WBGene00230445,NA
Bm10185a,WBGene00230446,NA
Bm10185b,WBGene00230446,NA
Bm10189,WBGene00230450,Bma-dpy-3
Bm10190,WBGene00230451,NA
Bm10191,WBGene00230452,Bma-cutl-7
Bm10194,WBGene00230455,NA
Bm10195,WBGene00230456,NA
Bm10198,WBGene00230459,NA
Bm10199,WBGene00230460,NA
Bm10200,WBGene00230461,NA
Bm10201,WBGene00230462,NA
Bm10202,WBGene00230463,NA
Bm10203,WBGene00230464,NA
Bm10204,WBGene00230465,NA
Bm10209,WBGene00230470,NA
Bm1021,WBGene00221282,NA
