"gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","sig"
"WBGene00220555",22537.3101360593,6.69361302580063,0.265387639685722,25.2220225242116,2.29705579318823e-140,1.87118164913113e-136,"yes"
"WBGene00226572",4829.1912213443,6.6783044805252,0.265205759955027,25.1815966653881,6.37275634866768e-140,2.59562366081235e-136,"yes"
"WBGene00269102",3127.96645067384,6.2571709560346,0.270772288733649,23.1086090282658,3.7934459661326e-118,1.03004702800387e-114,"yes"
"WBGene00234370",8423.62197049343,5.89901289684732,0.255941687374009,23.0482691482262,1.53088318797103e-117,3.11764361230299e-114,"yes"
"WBGene00268521",2730.05260583847,6.41853626747722,0.279018496478296,23.0039812718168,4.25263670322157e-117,6.92839571688858e-114,"yes"
"WBGene00225018",12494.8362633232,5.92089361424685,0.257727053361298,22.9735044770274,8.58042243528192e-117,1.16493535263011e-113,"yes"
"WBGene00229218",3863.89765861481,6.32337525213003,0.284196184811152,22.2500356798664,1.12703067564475e-109,1.31154169768602e-106,"yes"
"WBGene00233064",53944.6791579276,5.61910937583876,0.259236864152525,21.6755799535235,3.48815052851392e-104,3.5518092756593e-101,"yes"
"WBGene00225525",8410.26343945116,6.07455739555725,0.281174341596989,21.6042380007206,1.63869924001689e-103,1.48320488990862e-100,"yes"
"WBGene00225966",2064.98112459569,5.74604958976517,0.276129406487508,20.8092635364612,3.56783407488638e-96,2.90635763740244e-93,"yes"
"WBGene00220812",2755.26829793076,6.0543438797467,0.298042771565054,20.3136746043352,9.73420599323393e-92,7.20862200189851e-89,"yes"
"WBGene00223657",2952.58710026065,6.07032352355152,0.307120266940401,19.7652977578634,5.92477493304428e-87,4.02193471704823e-84,"yes"
"WBGene00220707",36378.2206301232,5.3928932492191,0.275634784804693,19.5653580263476,3.05252215161657e-85,1.9127573420822e-82,"yes"
"WBGene00222855",1361.33927613322,5.73506172732299,0.296308104140183,19.355062001982,1.84772107629046e-83,1.07510970624729e-80,"yes"
"WBGene00227898",4402.91826514667,5.75052054798958,0.298981291131844,19.2337136755949,1.93279200514766e-82,1.04963491159552e-79,"yes"
"WBGene00228931",1929.34787890971,-8.97939973696351,0.466938666150224,-19.2303623321583,2.06182618004518e-82,1.0497272539155e-79,"yes"
"WBGene00224048",8141.47823035538,6.12544398879941,0.321208941872151,19.0699672091865,4.48586193276552e-81,2.1495194884887e-78,"yes"
"WBGene00224604",1778.15117525759,-6.54732418052854,0.348426479846327,-18.791121109441,8.92733581462522e-79,4.04011541921873e-76,"yes"
"WBGene00269212",2833.63517982546,5.80974029874589,0.313004098710341,18.5612275452096,6.61751632426622e-77,2.83717305144593e-74,"yes"
"WBGene00223753",841.851969947269,5.87109515323012,0.319801329894262,18.3585701634553,2.81933080780885e-75,1.14831343802054e-72,"yes"
"WBGene00228071",19628.61087264,6.01847072033022,0.332602640974848,18.0950779665798,3.48450524004449e-73,1.35165617549535e-70,"yes"
"WBGene00222536",547.619027457486,6.58091749247245,0.368251482909086,17.8707155243069,1.99420028163837e-71,7.38397977010279e-69,"yes"
"WBGene00233649",1892.54025233125,5.27839543622456,0.295622302423203,17.8552003450274,2.63334080985978e-71,9.32660619005122e-69,"yes"
"WBGene00225499",701.725346472728,5.23417035529133,0.297649078604387,17.585037991158,3.20766416139715e-69,1.08873467744755e-66,"yes"
"WBGene00227793",1599.30198726749,4.9874532228136,0.286766927565419,17.3920098288734,9.48490927485028e-68,3.09056283811722e-65,"yes"
"WBGene00223796",1481.63104112601,6.08308312923253,0.352467200216181,17.2585793103629,9.64549556322146e-67,3.022007956077e-64,"yes"
"WBGene00226032",3076.29225223463,-8.99009750134599,0.524095478074297,-17.1535490715902,5.91284249470931e-66,1.78392648007045e-63,"yes"
"WBGene00230955",2027.44835399384,-6.08805852768435,0.357164598510536,-17.0455262169684,3.77332766684964e-65,1.09776882764847e-62,"yes"
"WBGene00224377",1157.98527721016,-6.84108774786963,0.417257176809169,-16.3953746708073,2.06364435206184e-60,5.79670582479164e-58,"yes"
"WBGene00225617",1053.06474642646,5.60415447186188,0.345341341448058,16.2278702235967,3.20384311435077e-59,8.69950200316713e-57,"yes"
"WBGene00222423",920.324459229589,-5.92083737436135,0.373583276924496,-15.8487751997475,1.43347516677346e-56,3.76680280920536e-54,"yes"
"WBGene00228986",4159.38400735384,-10.335897341448,0.653024664778413,-15.8277288729289,2.00322253414526e-56,5.09945336348352e-54,"yes"
"WBGene00229409",788.564991787487,-7.78737750462858,0.498534304960073,-15.6205449196766,5.27528532292503e-55,1.30219618910749e-52,"yes"
"WBGene00222027",1275.71693203762,4.17130640032015,0.270477780385433,15.4219928689743,1.16454530187761e-53,2.79011353796911e-51,"yes"
"WBGene00226980",1137.75065733374,-6.58841740161304,0.42815542832376,-15.3879104777601,1.97301428785632e-53,4.59204982539359e-51,"yes"
"WBGene00228202",3495.94869991877,6.21128331172619,0.405044351397329,15.3348226936097,4.47492962293502e-53,1.01257713078969e-50,"yes"
"WBGene00269266",3695.98328104688,5.19903505438577,0.342063854489772,15.1990190899905,3.58955774564854e-52,7.90284794487918e-50,"yes"
"WBGene00220939",2798.33853193202,-9.7970045450634,0.645170227398549,-15.1851466930934,4.43569802994321e-52,9.50873582945195e-50,"yes"
"WBGene00225004",511.366847647082,5.34171636443494,0.351817118766226,15.183219006419,4.56802624158138e-52,9.54131840100563e-50,"yes"
"WBGene00230923",1684.45698157883,-8.22659048793791,0.54375709098362,-15.1291645191358,1.04007455770325e-51,2.11811183676266e-49,"yes"
"WBGene00226643",555.208173166111,-5.58538401239711,0.372413537201987,-14.9978007092899,7.5892621585894e-51,1.50785681814315e-48,"yes"
"WBGene00227659",314.825563247921,6.18189785849789,0.417117253538321,14.8205278157595,1.0793300817306e-49,2.09338639185179e-47,"yes"
"WBGene00229430",9237.06303391055,5.15168799292387,0.347956781530434,14.805539843957,1.34899608917368e-49,2.55556328893228e-47,"yes"
"WBGene00225426",838.942282698866,-8.73207311023606,0.594538155020994,-14.6871534425368,7.79189134677261e-49,1.44256242979113e-46,"yes"
"WBGene00222856",680.001157191753,-5.70022256380141,0.388742110490284,-14.663249516787,1.10838891605883e-48,2.0064302467145e-46,"yes"
"WBGene00226904",570.705260157711,-7.43211531954072,0.507213608112572,-14.6528310768256,1.29217357949288e-48,2.28827086490196e-46,"yes"
"WBGene00234944",1320.84465584576,5.19482312797243,0.355391700163814,14.6171762750169,2.18266789872826e-48,3.78298142617881e-46,"yes"
"WBGene00223478",333.827315451772,5.14903378983883,0.352654308403397,14.6007964943077,2.77583297262092e-48,4.71081987395209e-46,"yes"
"WBGene00220620",427.6489650587,5.50049284584297,0.37808363642439,14.5483494019,5.98292915575803e-48,9.94631446996018e-46,"yes"
"WBGene00225683",376.552934799531,5.6152352895596,0.38717103285294,14.5032422704321,1.15559887622139e-47,1.88270168913989e-45,"yes"
"WBGene00227313",458.885428721285,-5.43228688099853,0.374633487459906,-14.5002704318575,1.20673530903329e-47,1.92746388772258e-45,"yes"
"WBGene00269124",557.585658410861,5.41340927924343,0.37372539281583,14.4849918772074,1.50740480534095e-47,2.36140760467449e-45,"yes"
"WBGene00228220",669.373446390243,4.30722806576111,0.297398243195601,14.483031303343,1.55103209228332e-47,2.38390706108301e-45,"yes"
"WBGene00221631",851.773093899034,6.78147289407806,0.473106728408417,14.3339176698917,1.34324347847151e-46,2.0263076621535e-44,"yes"
"WBGene00229187",747.531620324623,-4.88297719195828,0.341142291388286,-14.313608471371,1.79929642758659e-46,2.66492158165825e-44,"yes"
"WBGene00222826",1199.03418947831,-5.24000602427719,0.37058377903019,-14.1398688253171,2.15686050918612e-45,3.13746173354109e-43,"yes"
"WBGene00226899",433.485231684965,-5.17898500221599,0.370556746701814,-13.9762264438907,2.17730237955399e-44,3.11163248839418e-42,"yes"
"WBGene00230687",1145.17401410071,4.14142138542795,0.297893964827764,13.9023339657869,6.13090548711679e-44,8.61075105138851e-42,"yes"
"WBGene00268352",356.380229646592,6.03853377838624,0.43557376194782,13.8634011180628,1.05551936713986e-43,1.45733233300362e-41,"yes"
"WBGene00235056",434.682639855725,4.99499158599529,0.360658401516828,13.8496471037074,1.27838593063905e-43,1.73562196516429e-41,"yes"
"WBGene00224749",686.461545745757,5.19029329738173,0.378064756531632,13.728582756556,6.84595682006986e-43,9.14215807480149e-41,"yes"
"WBGene00231288",388.70762023338,6.01547080993512,0.438328108754247,13.7236711262516,7.32600262821032e-43,9.62542216280666e-41,"yes"
"WBGene00226585",405.742069762398,-5.63641588084811,0.410884065361776,-13.7177767550692,7.94648912723364e-43,1.02749365762611e-40,"yes"
"WBGene00231024",324.625770948966,4.5380425717433,0.331686759955133,13.6817115412058,1.3058243610442e-42,1.66206956954158e-40,"yes"
"WBGene00231182",9821.26786522623,-4.97778107966799,0.367528096807221,-13.5439470421739,8.60387798861697e-42,1.07826446300421e-39,"yes"
"WBGene00230801",449.329170828448,5.13255203306791,0.379641488905972,13.5194708245892,1.20036125428537e-41,1.48153678445585e-39,"yes"
"WBGene00226825",964.645458855836,4.71990267664057,0.351661158736601,13.4217344150192,4.51032225057757e-41,5.48374403779177e-39,"yes"
"WBGene00222243",735.188453854062,4.00291244574528,0.300370532615954,13.3265817085437,1.62159158710124e-40,1.94257133360686e-38,"yes"
"WBGene00226064",1067.09445460304,4.58965076295798,0.345501566669877,13.2840230138329,2.86574371347143e-40,3.38323888259974e-38,"yes"
"WBGene00224456",571.018855446789,4.86705256017186,0.368714756884346,13.2000481925341,8.7678943465173e-40,1.02033239066757e-37,"yes"
"WBGene00220745",639.09794160162,-3.83441469247157,0.291958048792188,-13.1334440284633,2.11800262529636e-39,2.43003512474143e-37,"yes"
"WBGene00225927",546.164876754601,3.94608799477244,0.300501080264045,13.131693208241,2.16755123950506e-39,2.45234338847337e-37,"yes"
